Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-12-10,2212.19,2226.15,2203.22,2213.78,13692707
2021-12-13,2216.22,2244.59,2205.11,2214.38,23526300
2021-12-14,2217.45,2226.58,2197.46,2211.81,25761398
2021-12-15,2211.49,2211.49,2153.69,2161.04,25835534
2021-12-16,2177.87,2216.95,2177.87,2213.89,30877496
2021-12-17,2206.89,2208.54,2183.83,2194.56,62804298
2021-12-20,2168.37,2193.18,2144.3,2189.91,23432593
2021-12-21,2193.98,2206.73,2185.27,2185.47,18662942
2021-12-22,2190.04,2212.32,2186.67,2212.32,14594354
2021-12-23,2215.19,2228.64,2213.67,2225.8,18946170
2021-12-27,2226.82,2232.08,2210.9,2226.24,15662353
2021-12-28,2222.54,2252.43,2219.1,2252.43,23308065
2021-12-29,2245.28,2263.76,2242.8,2260.7,17264000
2021-12-30,2263.39,2266.92,2247.73,2266.92,16099938
2022-01-03,2272.18,2302.11,2272.18,2286.5,19199478
2022-01-04,2293.18,2301.76,2281.04,2300.68,22490984
2022-01-05,2296.7,2310.97,2283.63,2310.97,23373146
2022-01-07,2309.61,2314.16,2278.63,2311.93,29717898
2022-01-10,2311.34,2328.41,2289.59,2291.23,22612381
2022-01-11,2300.38,2345.44,2296.03,2344.45,30819446
2022-01-12,2350.99,2411.11,2350.99,2411.11,46032724
2022-01-13,2406.83,2429.03,2397.64,2407.62,36970690
2022-01-14,2402.92,2413.59,2370.11,2383.16,25178257
2022-01-17,2378.9,2387.33,2359.3,2365.29,21176576
2022-01-18,2361.68,2361.68,2317.23,2317.36,18960400
2022-01-19,2304.66,2337.74,2291.46,2316.94,49751038
2022-01-20,2321.6,2331.17,2299.73,2308.94,26137023
2022-01-21,2298.12,2298.12,2257.71,2273.81,26128033
2022-01-24,2270.73,2282.96,2153.81,2170.36,36076252
2022-01-25,2170.85,2214.87,2170.45,2199.6,30000323
2022-01-26,2204.53,2245.72,2204.53,2233.18,22167053
2022-01-27,2218.18,2241.77,2197.75,2234.33,23453415
2022-01-28,2232.26,2232.26,2167.61,2183.7,31306719
2022-01-31,2198.34,2218.58,2191.24,2209.62,30045742
2022-02-01,2219.99,2238.58,2210.41,2224.28,17504732
2022-02-02,2229.44,2262.18,2221.3,2252.92,29148730
2022-02-03,2249.4,2250.75,2225.26,2235.15,34103265
2022-02-04,2239.14,2242.69,2174.57,2174.57,25596861
2022-02-07,2181.87,2201.4,2149.25,2171.62,22236994
2022-02-08,2176,2215.12,2171.41,2215.12,24286851
2022-02-09,2220.47,2236.48,2216.91,2235.93,25305849
2022-02-10,2235.91,2244.73,2201.11,2213.21,17315981
2022-02-11,2203.02,2203.52,2172.72,2203.13,17730754
2022-02-14,2154.92,2172.61,2119.71,2161.79,27764279
2022-02-15,2170.43,2222.01,2170.43,2209.7,22095447
2022-02-16,2224.29,2246.54,2201.69,2212.73,22236495
2022-02-17,2215.9,2218.3,2168.46,2175.61,22293179
2022-02-18,2172.08,2188.88,2143.28,2143.28,17809904
2022-02-21,2149.19,2162.8,2059.49,2069.53,21359833
2022-02-22,2038.58,2106.97,2010.54,2101.31,37638697
2022-02-23,2110.35,2129.52,2038.99,2038.99,28617300
2022-02-24,1929.14,1929.14,1781.02,1817.45,78798629
2022-02-25,1850.34,1993.78,1850.34,1970.78,51008657
2022-02-28,1937.89,2010.06,1890.33,1999.88,77832182
2022-03-01,2006.15,2050.89,1964.71,1967.01,56777151
2022-03-02,1966.4,2043.96,1954.93,2043.96,75617073
2022-03-03,2053.82,2068.52,2005.47,2009.56,71579870
2022-03-04,2000.16,2000.16,1894.88,1918.75,53300653
2022-03-07,1898.74,1956.36,1860.1,1934.94,86731087
2022-03-08,1922.98,1971.77,1899.22,1908.1,45469938
2022-03-09,1937.96,1981.13,1933.67,1973.25,43610933
2022-03-10,1983.05,1992.24,1950.24,1970.27,36313002
2022-03-11,1983.15,2045.15,1983.15,2033.49,37212037
2022-03-14,2038.11,2038.11,1972.14,1972.14,30396993
2022-03-15,1968.78,2018.37,1950.63,1999.93,30434572
2022-03-16,2018.99,2067.13,2018.99,2060.07,44616127
2022-03-17,2070.66,2125.29,2070.66,2125.29,40720750
2022-03-18,2122.59,2137.12,2088.08,2099.26,77177033
2022-03-21,2098.58,2125.13,2082.38,2093.04,29748142
2022-03-22,2096.64,2125.06,2096.5,2121.52,26063336
2022-03-23,2129.62,2148.04,2103.09,2120.86,17607377
2022-03-24,2130.03,2154.29,2112.6,2138.8,27066677
2022-03-25,2142.22,2147.17,2098.97,2115.58,22949123
2022-03-28,2112.73,2143.35,2112.73,2123.12,23780969
2022-03-29,2134.55,2182.97,2107.74,2171.56,34981748
2022-03-30,2178.29,2187.85,2158.86,2179.56,26878998
2022-03-31,2177.34,2182.92,2133.05,2133.05,26642867
2022-04-01,2143.61,2168.05,2142.22,2164.81,17117915
2022-04-04,2171.43,2181.17,2144.42,2157.79,23129997
2022-04-05,2164.28,2170.09,2120.76,2123.49,17813646
2022-04-06,2124.38,2127.28,2083.93,2107.82,23044216
2022-04-07,2110.89,2116.47,2076.63,2076.63,24833644
2022-04-08,2089.75,2105.49,2073.85,2085.07,19447283
2022-04-11,2081.23,2121.65,2066.56,2121.65,21235688
2022-04-12,2115.34,2115.34,2091.76,2094.01,24570063
2022-04-13,2103.07,2112.82,2087.13,2104.32,17596427
2022-04-14,2109.37,2116.4,2088.7,2093.17,12880838
2022-04-19,2098.17,2103.49,2046.24,2068.52,27960183
2022-04-20,2076.95,2094.91,2047.81,2047.81,23607467
2022-04-21,2059.4,2068.7,2028.76,2028.76,26014297
2022-04-22,2028.28,2028.28,1973.31,1973.31,19516415
2022-04-25,1951.03,1966.8,1909.93,1919.55,30619382
2022-04-26,1938.86,1951.36,1894.28,1896.46,26237563
2022-04-27,1897.03,1898.84,1867.06,1883.09,24602616
2022-04-28,1903.66,1916.25,1872.1,1884.42,25554833
2022-04-29,1898.54,1915.32,1850.37,1858.12,33612931
2022-05-02,1854.26,1854.26,1816.5,1824.05,15501498
2022-05-04,1834.06,1836.87,1808.2,1812.56,28732037
2022-05-05,1832.6,1849.71,1765.85,1765.85,31284131
2022-05-06,1763.62,1765.14,1717.48,1765.14,25818498
2022-05-09,1757.77,1759.99,1724.48,1727.34,16714297
2022-05-10,1735.81,1748.73,1703.9,1719.24,30847998
2022-05-11,1728.7,1744.76,1710.15,1718.07,29858726
2022-05-12,1692.71,1713.59,1652.3,1691.62,35732334
2022-05-13,1709.53,1774.92,1709.53,1765.63,27382859
2022-05-16,1761.15,1796.3,1746.66,1762.22,24959057
2022-05-17,1777.41,1818.05,1769.03,1800.55,33003315
2022-05-18,1807.17,1827.63,1801.68,1801.68,30956310
2022-05-19,1780.36,1789.69,1753.51,1776.4,30977818
2022-05-20,1787.07,1806.82,1782.66,1782.66,28108711
2022-05-23,1798.11,1836.98,1798.11,1836.87,33305212.301887
2022-05-24,1825.08,1844.86,1810.98,1810.98,30463761
2022-05-25,1823.39,1833.56,1789.67,1796.58,21063914
2022-05-26,1798.7,1832.27,1790.87,1827.01,23212457
2022-05-27,1827.36,1832.19,1800.31,1810.68,24976537
2022-05-30,1829.08,1859.2,1827.52,1858.6,18906835
2022-05-31,1859.04,1862.95,1837.62,1842.93,70464191
2022-06-01,1846.59,1846.59,1818.87,1822.57,19653468
2022-06-02,1825.19,1840.38,1814.5,1833.76,15316085
2022-06-03,1845.65,1851.34,1812.39,1819.99,16457391
2022-06-06,1827.04,1851.22,1821.82,1849.55,10559942
2022-06-07,1838.63,1838.63,1816.4,1828.57,16203461
2022-06-08,1827.61,1830.66,1783.21,1792.8,19168996
2022-06-09,1793.03,1800.65,1762.92,1767.5,18438256
2022-06-10,1761.24,1761.24,1720.39,1725.18,18556186
2022-06-13,1704.52,1707.25,1674.39,1681.75,21751199
2022-06-14,1692.92,1706.5,1680.68,1704.07,22796304
2022-06-15,1707.38,1711.95,1672.46,1707.11,28385312
2022-06-17,1682.3,1706.17,1665.88,1676.67,47692825
2022-06-20,1684.09,1695.98,1678.23,1679.89,13563869
2022-06-21,1689.11,1719.05,1689.11,1719.05,16023928
2022-06-22,1700.92,1700.92,1667.82,1680.61,18238772
2022-06-23,1678.01,1690.32,1653.8,1654.32,16724714
2022-06-24,1659.92,1686.33,1654.61,1682.33,14819696
2022-06-27,1691.89,1715.62,1690.74,1713.18,17796280
2022-06-28,1722.58,1744.91,1722.58,1739.08,22323228
2022-06-29,1726.38,1738.6,1711.84,1733.19,20209877
2022-06-30,1720.32,1720.32,1689.04,1695.97,24266005
2022-07-01,1690.71,1717.96,1686.98,1688.85,17932916
2022-07-04,1695.14,1702.4,1665.59,1693.1,19283457
2022-07-05,1701.53,1706.1,1634.5,1644.46,21416391
2022-07-06,1649.5,1668.17,1629.79,1654.84,27222558
2022-07-07,1664.01,1716.56,1664.01,1708.8,21441575
2022-07-08,1707.55,1742.95,1698.13,1740.46,21824188
2022-07-11,1713.21,1725.66,1700.85,1714.56,26755623
2022-07-12,1707.7,1707.7,1663.05,1663.46,28021214
2022-07-13,1663.76,1678.86,1643.36,1655.65,21088822
2022-07-14,1655.76,1660.85,1601.32,1613.98,22608398
2022-07-15,1618.23,1634.31,1607.84,1620.13,14349380
2022-07-18,1632.83,1670.33,1632.83,1669.48,17498758
2022-07-19,1664.93,1681.28,1648.39,1679.27,15725532
2022-07-20,1688.47,1701.91,1678.74,1694.58,18264806
2022-07-21,1697.09,1702.4,1665.34,1683.09,17537259
2022-07-22,1677.44,1710.51,1677.44,1701.73,19751028
2022-07-25,1699.55,1708.72,1682.95,1685.62,14534025
2022-07-26,1677.62,1683.51,1646.3,1654.7,18824081
2022-07-27,1658.09,1670.03,1632.23,1651.89,24170124
2022-07-28,1661.43,1679.66,1652.86,1667.17,43984566
2022-07-29,1674.05,1721.11,1674.05,1721.11,35264023
2022-08-01,1723.75,1736.47,1714.65,1736.47,17726600
2022-08-02,1728.07,1728.48,1709.85,1713.61,20929200
2022-08-03,1702.13,1702.32,1679.92,1688.03,26680773
2022-08-04,1690.68,1697.16,1666.85,1674.37,27135908
2022-08-05,1685.3,1696.43,1643.02,1652.14,20530983
2022-08-08,1660.93,1695.78,1652.97,1695.78,17107654
2022-08-09,1695.54,1706.57,1682.49,1684.14,18163209
2022-08-10,1683.41,1702.17,1661.42,1694.11,19876119
2022-08-11,1705.23,1724.98,1690.24,1724.98,15942914
2022-08-12,1721.18,1737.25,1716.38,1735.07,16552361
2022-08-16,1739.62,1763.25,1730.05,1735,19652899
2022-08-17,1736.13,1736.8,1679.71,1682.93,19931686
2022-08-18,1683.89,1703.78,1672.48,1699.68,17686963
2022-08-19,1685.24,1698.82,1668.62,1673.4,22244791
2022-08-22,1669.2,1670.29,1630,1640.02,18508931
2022-08-23,1638.03,1667.41,1630.67,1656.77,34803232
2022-08-24,1655.38,1655.38,1616.14,1620.63,21709792
2022-08-25,1633.09,1650.7,1622.55,1632,26235784
2022-08-26,1635.66,1637.07,1596.06,1602.81,22812055
2022-08-29,1585.54,1585.54,1552.6,1573.35,21693935
2022-08-30,1578.24,1583.57,1532.85,1535.11,22574437
2022-08-31,1540.93,1548.25,1513.5,1528.22,49110518
2022-09-01,1522.52,1522.52,1462.59,1462.59,32437774
2022-09-02,1477.24,1506.54,1464.67,1505.75,35756213
2022-09-05,1496.88,1505.05,1482.29,1492.06,17618605
2022-09-06,1495.62,1504.64,1444.84,1452.86,23355729
2022-09-07,1445.54,1471.34,1431.36,1469.42,26613207
2022-09-08,1481.93,1494.98,1460.43,1473.18,23886627
2022-09-09,1487.5,1534.68,1487.5,1534.68,24748386
2022-09-12,1545.64,1561.98,1519.71,1561.97,22468627
2022-09-13,1569.03,1573.05,1515.19,1519.35,20718753
2022-09-14,1511.59,1531.76,1507.2,1528.29,20365590
2022-09-15,1533.17,1550.8,1523.79,1539.75,21703122
2022-09-16,1526.02,1529.2,1487.36,1501.91,65980080
2022-09-19,1498.57,1528.7,1496.79,1527.25,20046381
2022-09-20,1532.86,1546.5,1497.41,1497.41,18767383
2022-09-21,1495.76,1515.86,1488.25,1509.32,18511407
2022-09-22,1498.1,1526.89,1485.31,1518.19,16260020
2022-09-23,1518.03,1518.03,1453.76,1457.78,20614019
2022-09-26,1446.43,1450.7,1410.71,1433.08,33983566
2022-09-27,1443.23,1473.21,1443.23,1458.81,24474027
2022-09-28,1434.99,1440.66,1407.56,1435.37,27625844
2022-09-29,1446.35,1446.35,1375.19,1380.1,28897332
2022-09-30,1390.12,1396.76,1366.25,1377.91,30707088
2022-10-03,1379.8,1388.96,1344.02,1386.96,22655949
2022-10-04,1404.22,1449.81,1404.22,1449.81,28538316
2022-10-05,1449.73,1449.73,1418.03,1419.12,19373841
2022-10-06,1431.68,1449.55,1409.32,1417.82,22063616
2022-10-07,1414.41,1420.33,1398.86,1405.21,19811594
2022-10-10,1400.27,1400.29,1379.35,1379.49,22174183
2022-10-11,1377.66,1405.98,1360.7,1381.84,22459545
2022-10-12,1389.02,1391.14,1369.65,1377.19,30585927
2022-10-13,1378.57,1381.48,1337.71,1358.5,34529970
2022-10-14,1383.1,1409.55,1381.49,1397.23,30197595
2022-10-17,1400.06,1418.65,1384.6,1414.06,18743378
2022-10-18,1416.66,1440.9,1414.9,1427.68,32706525
2022-10-19,1430.17,1430.17,1395.73,1397.66,23562539
2022-10-20,1399.59,1429.16,1385.16,1426.52,34177300
2022-10-21,1421.96,1424.9,1397.28,1411.62,19440638
2022-10-24,1421.4,1445.85,1411.21,1433.21,21876696
2022-10-25,1438.79,1450.33,1422.44,1444.02,28561581
2022-10-26,1447.28,1487.6,1443.41,1487.6,26958268
2022-10-27,1489.37,1506.74,1474.43,1506.74,32523157
2022-10-28,1498.03,1516.82,1481.23,1508.7,49191032
2022-10-31,1511.96,1536.28,1506.41,1536.28,25373927
2022-11-02,1545.19,1573.97,1545.19,1573.97,31271842
2022-11-03,1553.61,1559.97,1538.04,1559.55,21905465
2022-11-04,1569.01,1612.09,1569.01,1601.27,28788061
2022-11-07,1605.03,1637.37,1600.71,1618.14,32832261
2022-11-08,1616.98,1644.75,1602.48,1644.75,19908655
2022-11-09,1643.42,1658.52,1638.45,1644.12,19875135
2022-11-10,1637.91,1692.72,1619.03,1690.38,26891723
2022-11-14,1697.88,1759.79,1697.88,1743.89,39847665
2022-11-15,1750.6,1784.76,1728.17,1769.55,28298319
2022-11-16,1747.81,1761.51,1731.46,1741.17,26924613
2022-11-17,1744.07,1750.96,1695.8,1708.23,25406383
2022-11-18,1709.68,1726.63,1689.34,1707.23,21001372
2022-11-21,1706.43,1706.47,1683.15,1685.5,20863822
2022-11-22,1687.07,1729.95,1681.78,1717.75,18175395
2022-11-23,1724.5,1737.75,1707.01,1713.61,19222341
2022-11-24,1724.66,1753.95,1721.85,1753.95,19393501
2022-11-25,1752.36,1764.57,1736.75,1755.69,15614476
2022-11-28,1748.68,1748.84,1728.74,1728.74,19482673
2022-11-29,1740.55,1744.71,1718.31,1736.19,27851833
2022-11-30,1741.22,1756.95,1727.88,1736.26,127493895
2022-12-01,1754.83,1766.38,1741.13,1766.38,34260461
2022-12-02,1765.02,1765.02,1730.43,1733.46,27956510
2022-12-05,1738.95,1766.04,1738.95,1746.54,14516580
2022-12-06,1741.86,1741.86,1722.72,1733.59,15849699
2022-12-07,1730.5,1739.05,1720.19,1735.66,14506821
2022-12-08,1735.17,1735.41,1715.72,1725.66,14817278
2022-12-09,1730.18,1735.76,1717,1730.16,15019500
2022-12-12,1729.82,1759.39,1714.22,1755.34,14740130
2022-12-13,1758.54,1803.6,1742.11,1784.67,22169301
2022-12-14,1785.11,1793.02,1778.37,1787.37,17004527
2022-12-15,1778.9,1778.9,1746.02,1756.52,18698018
2022-12-16,1746.54,1755.89,1726.58,1741.3,41764081
2022-12-19,1739.9,1754.27,1737.5,1743.24,12353029
2022-12-20,1732.8,1763.2,1724.41,1763.2,12410849
2022-12-21,1761.88,1786.56,1754.46,1786.1,15400718
2022-12-22,1786.63,1796.05,1774.71,1780.07,10579489
2022-12-23,1778.58,1782.76,1769.41,1780.27,8034718
2022-12-27,1788.67,1792.82,1762.64,1765.87,6876220
2022-12-28,1764.3,1776.98,1757.71,1767.88,10436182
2022-12-29,1768.98,1802.2,1763.44,1802.2,10649283
2022-12-30,1797.53,1797.86,1786.56,1792.01,8999274
2023-01-02,1794.52,1811.64,1786.7,1791.47,5343204
2023-01-03,1794.13,1835.15,1791.98,1824.82,22121560
2023-01-04,1826.17,1856.63,1824.74,1855.05,19715380
2023-01-05,1851.86,1887.05,1843.35,1856.05,28214946
2023-01-09,1873.58,1912.84,1873.58,1912.47,33642083
2023-01-10,1904.63,1940.96,1890.53,1937.98,25039050
2023-01-11,1936.39,1955.44,1912.55,1914.74,25924632
2023-01-12,1919.28,1950.83,1919.28,1930.79,32879763
2023-01-13,1932.38,1939.83,1910.13,1923.44,18128731
2023-01-16,1924.89,1944.2,1901.5,1933.08,18386777
2023-01-17,1928.12,1932.16,1898.34,1904.51,19449736
2023-01-18,1906.99,1928.89,1894.82,1913.25,33787784
2023-01-19,1900.37,1903.17,1869.14,1889.84,31488410
2023-01-20,1895.41,1901.03,1879.51,1892.32,21735938
2023-01-23,1899.2,1928.67,1899.2,1923.15,18780276
2023-01-24,1928.95,1945.78,1912.85,1918.6,18021838
2023-01-25,1906.22,1906.22,1879.52,1886.24,20432082
2023-01-26,1900.83,1920.18,1892.13,1911.61,16709511
2023-01-27,1916.61,1925.94,1909.33,1911.5,16290933
2023-01-30,1909.48,1909.48,1882.38,1889.82,15589284
2023-01-31,1886.96,1905.89,1876.42,1902.25,24133015
2023-02-01,1903.59,1911.39,1871.93,1871.93,22199674
2023-02-02,1886.33,1919.26,1882.56,1903.79,26007892
2023-02-03,1903.48,1917.69,1896.18,1906.13,18912038
2023-02-06,1902.31,1902.31,1863.26,1864.76,15983401
2023-02-07,1869.42,1877.28,1858.79,1870.87,14142774
2023-02-08,1882.32,1898.52,1882.32,1886.68,13396896
2023-02-09,1892.88,1912.32,1889.24,1896.24,12167375
2023-02-10,1891.84,1891.84,1838.33,1848.04,19717621
2023-02-13,1855.31,1863.95,1837.88,1853.29,13482430
2023-02-14,1858.47,1868.44,1841.76,1852.67,12571402
2023-02-15,1850.59,1871.47,1844.73,1870.03,11203817
2023-02-16,1872.93,1883.67,1841.85,1865.51,18647941
2023-02-17,1859.27,1867.81,1846.46,1859.26,14925672
2023-02-20,1860.87,1863.76,1842.43,1849.48,9560418
2023-02-21,1847.82,1847.82,1813.26,1825.89,14625476
2023-02-22,1822.56,1823.79,1786.67,1796.87,17929916
2023-02-23,1797.8,1826.45,1797.8,1824.76,13122671
2023-02-24,1828.33,1832.76,1802.1,1807.31,11536841
2023-02-27,1810.71,1828.27,1806.5,1820.79,8394196
2023-02-28,1821.3,1847.94,1810.98,1847.94,27049126
2023-03-01,1855.26,1868.54,1845.77,1856.22,16207612
2023-03-02,1850.34,1850.34,1813.37,1817.77,16033310
2023-03-03,1821.93,1841.85,1820.13,1841.85,12693089
2023-03-06,1849.05,1878.93,1849.05,1873.63,13145268
2023-03-07,1870.17,1883.31,1853.4,1853.4,12943645
2023-03-08,1853.32,1864.49,1842.48,1860.83,12133062
2023-03-09,1859.12,1859.12,1835.94,1835.94,10603394
2023-03-10,1820.21,1820.21,1786.18,1799.58,16072659
2023-03-13,1805.3,1814.07,1733.83,1753.3,22597089
2023-03-14,1752.13,1769.37,1737.77,1755.3,18607938
2023-03-15,1761.1,1766.16,1702.2,1707.42,20763488
2023-03-16,1718.65,1727.07,1669.53,1706.55,26682158
2023-03-17,1716.42,1730.29,1671.67,1678.16,37077467
2023-03-20,1671.55,1689.36,1626.01,1686.56,21357470
2023-03-21,1694.95,1724.01,1694.95,1719.16,23349958
2023-03-22,1721.09,1732.74,1704.93,1707.29,16424086
2023-03-23,1706.81,1714.42,1680.9,1705.91,12509380
2023-03-24,1700.07,1700.07,1661.51,1670.18,16319241
2023-03-27,1684.13,1695.07,1665.93,1686.96,10210972
2023-03-28,1694.46,1712.77,1686.26,1694.12,14047878
2023-03-29,1701.93,1712.3,1685.64,1709.39,16053905
2023-03-30,1715.56,1764.19,1715.56,1763.29,26179385
2023-03-31,1768.95,1776.97,1754.07,1758.56,18837644
2023-04-03,1764.92,1795.3,1764.92,1775.99,13986078
2023-04-04,1785.64,1797.89,1772.43,1773.53,10508534
2023-04-05,1772.8,1776.32,1752.7,1756.95,12691426
2023-04-06,1759.34,1766,1749,1754.24,7868005
2023-04-11,1765.72,1789.07,1758.63,1783.31,16692528
2023-04-12,1785.83,1820.15,1773.58,1816.28,20564852
2023-04-13,1814.17,1846.34,1808.35,1840.77,22267916
2023-04-14,1846.46,1865.17,1844.08,1854.27,16398458
2023-04-17,1861.54,1869.58,1854.76,1861.85,14466537
2023-04-18,1863.8,1910.96,1859.82,1896.92,16395745
2023-04-19,1893.31,1901.65,1871.52,1896.87,13705715
2023-04-20,1898.29,1926.26,1896.15,1911.19,17835599
2023-04-21,1903.8,1903.8,1882.76,1900.63,13887716
2023-04-24,1897.12,1918.6,1883.77,1910.52,10306117
2023-04-25,1907.98,1911.87,1887.85,1890.69,13672862
2023-04-26,1891.3,1902.64,1870.09,1888.61,16637312
2023-04-27,1893.04,1951.53,1893.04,1948.07,15197850
2023-04-28,1953.29,1954.79,1917.31,1923.09,17947979
2023-05-02,1921.51,1953.64,1919.23,1919.24,15269078
2023-05-04,1920.08,1933.14,1879.78,1884.32,19404304
2023-05-05,1890.37,1914.65,1885.44,1912.37,12427320
2023-05-08,1918.18,1936.58,1913.67,1922.08,11518067
2023-05-09,1919.31,1920.79,1902.81,1919.92,11248169
2023-05-10,1926.84,1954.53,1912.32,1931.94,19719506
2023-05-11,1935.51,1944.56,1914.17,1918.71,17612233
2023-05-12,1923.98,1950.54,1917.43,1939.03,16565256
2023-05-15,1949.06,1958.76,1932.34,1940.63,16514994
2023-05-16,1937.44,1960.63,1931.65,1948.83,12594652
2023-05-17,1945.87,1945.95,1928.07,1933.08,14540135
2023-05-18,1942.87,1954.05,1933.12,1939.9,14148665
2023-05-19,1946.35,1992.39,1946.35,1992.31,20862580
2023-05-22,1990.44,2012.35,1983.44,2004.72,16607353
2023-05-23,2002.96,2026.29,2000.68,2004.06,13378560
2023-05-24,1998.74,1998.74,1956.18,1958.63,16741264
2023-05-25,1961.54,1965.93,1936.77,1941.16,17235259
2023-05-26,1943.86,1986.26,1941.93,1984.12,16307890
2023-05-29,1986.48,1995.58,1976.35,1980.39,7304767
2023-05-30,1978.78,1978.78,1943.99,1946.38,15448251
2023-05-31,1934.41,1934.41,1890.03,1894.48,52156170
2023-06-01,1902.02,1949.5,1902.02,1946.21,14941664
2023-06-02,1959.23,2018.09,1959.23,2018.09,19817090
2023-06-05,2019.7,2053.48,2010.92,2020.07,15886416
2023-06-06,2017.83,2060.37,2016.18,2053.44,25672961
2023-06-07,2052.54,2055.49,2027.06,2036.31,16027064
2023-06-09,2046.14,2062.57,2041.14,2050.99,16233755
2023-06-12,2051.3,2069.41,2041.18,2044.2,16241418
2023-06-13,2050.61,2059.91,2022.49,2024.98,28701751
2023-06-14,2029.73,2082.03,2027.67,2075.83,28308897
2023-06-15,2070.12,2098.15,2056.92,2097.34,23364089
2023-06-16,2097.35,2131.03,2097.35,2108.05,63572097
2023-06-19,2102.93,2118.57,2083.57,2083.81,9983315
2023-06-20,2081.84,2090.88,2063.37,2066.78,11658122
2023-06-21,2067.24,2086.27,2060.53,2076.16,13594977
2023-06-22,2077.32,2086.8,2058.12,2075.51,11097087
2023-06-23,2068.39,2073.39,2033.22,2035,11974508
2023-06-26,2034.31,2075.63,2028.62,2068.49,9720902
2023-06-27,2071.66,2081.36,2025.49,2039.34,12003788
2023-06-28,2048.56,2066.79,2029.44,2045.15,12607948
2023-06-29,2050.16,2067.14,2046.46,2062.11,10765129
2023-06-30,2065.97,2069.97,2043.9,2060.38,15202861
2023-07-03,2056.7,2080.92,2055.21,2078.46,13653193
2023-07-04,2081.01,2081.01,2055.01,2056.53,10707198
2023-07-05,2054.22,2054.22,2014.98,2015.11,14392546
2023-07-06,2010.25,2023.01,1989.66,2010.48,18195608
2023-07-07,2010.4,2037.33,2008.84,2035.57,14599138
2023-07-10,2032.43,2043,2020.58,2041.39,10711466
2023-07-11,2049.65,2059.27,2044.31,2054.39,13794176
2023-07-12,2060.37,2114.5,2060.37,2114.5,18711730
2023-07-13,2116.56,2130.53,2109.44,2117.53,16339179
2023-07-14,2112.57,2141.53,2106.66,2127.08,12087302
2023-07-17,2123.38,2147.67,2119.1,2136.87,24032381
2023-07-18,2135.81,2161.24,2132.19,2161.24,16058277
2023-07-19,2166.04,2181.78,2160.76,2171.53,14673882
2023-07-20,2166.96,2177.81,2154.15,2159.05,12590267
2023-07-21,2160.5,2163.36,2144.8,2155.56,12736286
2023-07-24,2153.33,2178.67,2153.33,2173.8,12678408
2023-07-25,2177.79,2187.81,2166.52,2181.76,10732952
2023-07-26,2182.49,2185.84,2155.24,2163.91,9283791
2023-07-27,2167.03,2195.76,2167.03,2189.58,13932958
2023-07-28,2183.55,2193.03,2172.64,2189.24,11510992
2023-07-31,2190.28,2202.3,2186.26,2193.56,17447189
2023-08-01,2193.35,2193.77,2174.65,2188.77,13747540
2023-08-02,2177.36,2177.36,2142.82,2142.82,14883443
2023-08-03,2139.83,2145.01,2120.93,2141.81,13001280
2023-08-04,2152.32,2173.4,2152.32,2169.73,10052286
2023-08-07,2167.78,2168.37,2145.93,2152.17,9919087
2023-08-08,2148.86,2148.86,2106.44,2113.37,15746204
2023-08-09,2099.14,2118.52,2089.72,2096.43,17771305
2023-08-10,2097.72,2143.51,2097.72,2130.58,16696381
2023-08-11,2124.08,2124.08,2098.84,2105.31,13284271
2023-08-14,2098.01,2104.81,2082.18,2087.01,9377568
2023-08-16,2075.72,2075.87,2039.46,2044.35,18511683
2023-08-17,2043.1,2053.25,2009.19,2021.15,13024982
2023-08-18,2014.48,2017.46,1997.11,2014.55,13127530
2023-08-21,2011.29,2024.31,2002.05,2015.21,10659612
2023-08-22,2020.25,2031.1,2005.48,2009.59,11819458
2023-08-23,2011.24,2018.61,1989,2012.34,13162916
2023-08-24,2015.7,2036.45,2007.3,2009.58,10166723
2023-08-25,1997.35,2015.39,1986.05,2000.42,10620373
2023-08-28,2010.6,2041.73,2001.87,2039.32,11516362
2023-08-29,2041.9,2050.43,2029.79,2042.08,12644490
2023-08-30,2043.03,2055.06,2035.91,2049.96,8289758
2023-08-31,2049.89,2054.96,2026.67,2027.38,27831620
2023-09-01,2024.89,2055.37,2022.35,2050.94,14560369
2023-09-04,2050.13,2062.39,2023.74,2025.59,14490208
2023-09-05,2022.55,2044.26,2004.34,2006.27,13740483
2023-09-06,1993.44,2000.36,1942.27,1958.07,25918192
2023-09-07,1954.96,1963.05,1909.86,1927.39,20120851
2023-09-08,1934.89,1946.46,1924.02,1943.99,13364405
2023-09-11,1951.85,1965.45,1935.43,1941.79,13451525
2023-09-12,1944.98,1953.48,1934.03,1949.57,19746973
2023-09-13,1948.28,1956.91,1937.35,1949.65,20185326
2023-09-14,1954.66,1967.77,1948.35,1967.77,18693837
2023-09-15,1973.88,1989.19,1971.31,1975.05,42830658
2023-09-18,1974.14,1981.45,1941.76,1943.94,13778179
2023-09-19,1951.24,1954.49,1924.07,1930.86,16080549
2023-09-20,1932.86,1979.22,1932.86,1975.57,18236625
2023-09-21,1962.98,1962.98,1935.97,1949.56,12918665
2023-09-22,1948.17,1959.09,1936.82,1949.25,15562790
2023-09-25,1947.24,1957.09,1918.15,1925.22,15655182
2023-09-26,1921.59,1936.37,1900.4,1928.42,15370542
